seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr5,171711351,171842532,131182,+,FALSE,TRUE,ENSG00000168246,UBTD2,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003846,-275,Divergent,None,None,489,CATG00000078675.1,lv3_robust,nonCoding,uncertain_coding,__na,-0.928571429,5,0.98,1.135,0.765,1.255,1.38,2.625,2.86,3.87,4.71,0.605,1.145,2.37,2.5,3.485,5.875,5.74,2.27,1.23,1.18,1.43,1.22,9.81,9.9,11.29,5.105,5.585,4.295,2.16,2.89,2.76,0.095,0.24,0.29,0.56,0.135,0.1,0.19,0.21,0.05,0.055,0,0.36
chr5,172222715,172224912,2198,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003847,-10287,None,NONHSAT203589.1,None,38,CATG00000078699.1,lv2_permissive,nonCoding,lncRNA_intergenic,__na,NA,10,4.085,4.43,4.975,5.16,4.645,5.985,5.25,5.99,6.19,4.765,5.905,6.325,6.775,7.085,0,0,2.6,3.64,0,0,2.26,0,0,0,0,0,0,0,4.27,4.56,0,0,0,0,0,0,0,0,0,1.235,0,0
chr5,176899719,176905419,5701,+,FALSE,TRUE,ENSG00000113758,DBN1,TRUE,ENSG00000113758,DBN1,FALSE,None,None,FALSE,None,None,Anti003862,151,Convergent,None,None,1316,CATG00000078848.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_1247_blood_coagulation_disease[2.31E-16],0.023809524,6,1.475,1.345,2.55,5.405,5.07,4.455,3.935,3.54,3.38,1.59,1.595,1.6,1.92,0,5.32,5.995,2.78,1.68,0,2.04,0,10.96,11.615,11.5,5.525,5.975,5.04,3.415,0,0,0.705,0,0,0.79,0,0,1.295,2.145,0.765,1.455,0.725,0.76
chr5,176922630,176960871,38242,+,FALSE,TRUE,ENSG00000196923,PDLIM7,TRUE,ENSG00000196923,PDLIM7,FALSE,None,None,TRUE,ENSG00000248996,RP11-1334A24.6,Anti003863,797,Convergent,NONHSAT105427.2,None,581,ENSG00000248996.1,lv3_robust,nonCoding,lncRNA_divergent,__na,-0.5,10,4.56,4.88,4.8,5.13,5.48,5.78,5.38,5.395,5.225,3.715,4.745,5.19,4.63,3.645,7.59,7.115,4.28,4.48,3.45,3.65,2.47,12.92,13.54,12.83,7.295,7.34,6.82,5.645,3.79,2.75,2.995,3.305,3.18,2.355,3.13,3.64,2.385,2.825,3.985,3.555,3.24,2.775
chr5,178874183,178878132,3950,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003874,-61189,None,None,None,8223,ENSG00000250674.1,lv2_permissive,nonCoding,NA,NA,NA,5,0,0,0,0,0,0,1.735,4.765,6.34,0,0,0,0.97,4.63,0,0,1.94,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,179046116,179055724,9609,+,FALSE,TRUE,ENSG00000169045,HNRNPH1,TRUE,ENSG00000169045,HNRNPH1,FALSE,None,None,FALSE,None,None,Anti003875,-215,Divergent,None,None,5680,ENSG00000176783.10,lv3_robust,nonCoding,coding_mRNA,__na,0.761904762,2,3.205,2.63,3.765,4.91,4.295,4.27,2.835,3.27,3.24,4.19,4.86,4.97,4.425,4.06,10.17,9.545,3.52,1.21,2.6,2.71,2.16,12.13,11.42,11.71,9.6,10.295,9.67,8.29,4.7,4.91,2.155,1.525,3.195,3.39,2.43,2.165,2.28,3.51,2.23,1.69,1.935,3.595
chr5,179071331,179076078,4748,+,FALSE,TRUE,ENSG00000204661,C5orf60,TRUE,ENSG00000204661,C5orf60,FALSE,None,None,FALSE,None,None,Anti003876,676,Convergent,None,None,4180,CATG00000078889.1,lv1_raw,nonCoding,NA,NA,0.810574642,9,0,0,0,0,0.79,0.76,2.605,4.775,5.04,0,0,0,1.255,4.085,0,3.1,0,1.87,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,179085193,179103274,18082,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000250999,RP11-1379J22.5,Anti003877,-13145,None,NONHSAT105610.2,lnc-AC136604.1-1,55,ENSG00000250999.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,4,4.52,5.01,4.815,5.045,4.5,3.705,3.41,3.365,3.22,3.705,4.875,4.68,3.835,2.715,3.755,3.96,6.45,4.2,4.56,3.97,3.64,8.4,8.095,8.86,1.64,1.03,0,0.585,3.04,3.03,2.945,2.86,2.555,2.255,3.49,2.845,2.71,2.73,3.69,2.005,2.975,2.55
chr5,180237310,180242712,5403,+,FALSE,TRUE,ENSG00000131446,MGAT1,TRUE,ENSG00000131446,MGAT1,FALSE,None,None,FALSE,None,None,Anti003883,129,Convergent,NONHSAT105819.2,lnc-BTNL8-6,38,CATG00000078933.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.69047619,2,4.55,4.71,5.165,5.285,5.37,4.39,3.855,3.79,4.185,2.59,3.97,4.08,3.155,0.79,1.56,4.41,5.88,1.73,5.28,5.39,3.73,12.04,13.16,12.51,2.615,2.3,0.81,0,4.15,4.64,3.55,3.875,3.785,2.38,3.09,4.22,3.795,2.325,4.61,4.355,2.88,3.525
chr5,180524117,180527972,3856,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003885,3548,Convergent,None,None,805,CATG00000078945.1,lv1_raw,nonCoding,NA,NA,NA,10,5.81,5.42,6.68,6.75,6.58,6.89,6.585,7.535,7.87,7.085,7.2,7.94,7.495,9.33,0,0,1.96,2.09,4.4,5.98,5.53,7.82,4.785,7.6,0,0,3.945,1.385,5.99,6.43,0,0,0.92,2.38,0,0,0,0,0,0,1.84,2.715
chr5,180596602,180599265,2664,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003886,22249,None,None,None,14723,CATG00000078947.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,6,4.575,4.495,6.62,6.665,6.295,7.22,6.835,7.88,8.065,7.38,7.475,9.07,7.5,9.58,0,0,14.89,11.95,12.68,12.6,12.73,9.23,9.325,9.66,0,0,1.615,1.19,6.51,6.82,0,0,0,3.98,0,0,1.095,3.225,0,0,1.115,4.095
chr5,180610008,180612545,2538,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003887,8843,Convergent,None,None,1317,CATG00000078947.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,5,1.175,0,2.265,2.91,1.55,4.23,1.785,4.25,4.4,3.165,3.63,5.73,5.44,7.155,0,1.785,0,0,2.27,2.17,4.58,6.83,6.21,7.28,0,0,0,0,0,3.15,0,1.57,0,1.66,0,2.23,1.545,1.205,0,0,1.565,0
chr5,180632393,180637830,5438,+,FALSE,TRUE,ENSG00000146054,TRIM7,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003888,-99,Divergent,None,None,1134,ENSG00000146063.14,lv3_robust,coding,coding_mRNA,GWAS_HP_0002758_Osteoarthritis[7.08E-06],-0.452380952,10,7.555,7.71,8.37,7.92,7.62,8.535,7.91,8.975,8.73,8.815,9.55,9.55,9.495,10.755,3.16,4.54,13.49,11.76,12.52,13.89,14.14,10.09,11.535,10.66,0.74,0.755,0,0.81,9.56,9.34,2.375,2.865,1.525,2.615,2.525,2.035,1.815,2.64,3.46,3.015,1.525,3.43
chr5,180772689,180794268,21580,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003891,33349,None,None,None,59153,ENSG00000248103.1,lv2_permissive,nonCoding,lncRNA_intergenic,__na,NA,10,4.765,4.905,4.575,5.54,5.64,5.95,5.89,6.835,7.605,4.155,5.51,5.67,6.2,6.85,0,0,6.41,5.69,4.66,4.58,3.35,0,0,0,0,0,0.6,0,4.15,4.02,2.5,2.725,2.345,1.96,1.43,2.09,2.375,1.59,2,1.9,2.53,2.165
chr5,180837303,180843249,5947,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003893,-31263,None,NONHSAT150921.1,None,123767,ENSG00000248103.1,lv2_permissive,nonCoding,lncRNA_intergenic,__na,NA,5,3.555,4.865,4.16,5.155,4.9,5.195,4.545,6.215,7.335,1.375,4.25,3.535,3.89,5.27,0,0,4.95,5.43,4.11,4.12,2.37,0,0,0,1.4,1.78,0,0,1.43,2.59,1.265,0,1.41,2.325,0.66,2.055,2.275,2.455,1.045,0.71,2.53,0.74
chr5,312512,322571,10060,-,FALSE,TRUE,ENSG00000063438,AHRR,TRUE,ENSG00000063438:ENSG00000249915,AHRR:PDCD6,FALSE,None,None,FALSE,None,None,Anti003894,-113,Divergent,None,None,1883,CATG00000078962.1,lv2_permissive,coding,NA,NA,0.833333333,8,5.32,5.025,5.435,5.045,4.285,4.16,1.995,2.61,2.395,2.955,4.245,3.975,2.555,1.56,7.725,7.69,7.79,3.88,2.54,4.87,0.87,10.51,9.885,10.7,8.225,7.895,6.055,3.375,3.58,3.45,1.455,0.495,1.275,2.43,0.93,0.965,1.245,0.835,2.87,1.49,1.16,2.475
chr5,395691,399989,4299,-,FALSE,FALSE,None,None,TRUE,ENSG00000063438,AHRR,FALSE,None,None,FALSE,None,None,Anti003895,-18828,Internal,None,None,13898,CATG00000078965.1,lv2_permissive,nonCoding,NA,NA,0.904761905,8,4.925,5.055,4.805,4.75,3.72,2.89,3.22,1.42,2.785,4.235,5.075,4.45,2.225,0.905,0,2.03,4.26,0,1.7,5.17,1.55,9.23,9.825,10.85,2.67,1.685,0.925,0,3.37,4.11,0,0,0,0.93,0.825,0,0,0.905,2.145,0.865,0,1.54
chr5,6707825,6713202,5378,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003906,-1515,Divergent,None,None,79,ENSG00000248677.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_2491_sensory_peripheral_neuropathy[3.00E-06],NA,4,5.405,6.06,5.71,6.18,5.255,4.735,4.705,3.515,3.365,4.455,6.4,5.795,4.77,1.585,0,3.065,6.24,5.26,4.5,5.4,5.19,12.37,13.935,13.01,0.745,0,0,0,4.86,4.29,2.065,0,0.755,1.64,0.72,1.455,1.09,0.79,2.145,1.535,2.23,1.585
chr5,10308139,10344885,36747,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003911,-8929,Divergent,NONHSAT203873.1,None,4903,ENSG00000259802.1,lv2_permissive,nonCoding,lncRNA_divergent,GWAS_DOID_9970_obesity[1.00E-06],NA,9,0.49,0.35,0.17,0.82,1.195,2.89,3.795,4.585,5.655,0.345,0.365,1.5,2.795,3.745,0.525,1.815,2.31,1.76,0.34,1.66,1.49,0,0,0,0.17,0.175,0.345,0,0.86,0.86,0.47,0.48,0.17,0.195,0.315,0.575,0.165,0.185,0.75,0.7,0,0.185
chr5,10346918,10353663,6746,-,FALSE,TRUE,ENSG00000145495,MARCH6,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000259802,CTD-2256P15.2,Anti003912,-151,Divergent,NONHSAT203874.1,lnc-CMBL-1,50,ENSG00000259802.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_9970_obesity[1.00E-06],-0.619047619,10,4.335,4.805,4.945,5.225,4.865,5.07,5.06,5.655,6.33,4.78,5.785,5.83,5.785,5.62,2.735,2.82,6,4.76,5.15,6.93,6.08,9.81,10.98,10.76,2.615,0.66,1.405,1.06,6.29,5.91,4.35,4.375,4.41,2.685,4.1,4.075,3.835,2.975,5.16,4.15,3.83,4.055
chr5,10522197,10564243,42047,-,FALSE,TRUE,ENSG00000164236,ANKRD33B,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003914,-198,Divergent,None,None,37,CATG00000079126.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.833333333,9,1.4,1.04,1.225,2.315,3.565,4.785,5.015,6.085,6.965,1.145,2.415,4.155,4.46,4.95,0,1.685,1.64,0.92,0.76,1.73,1.67,9.48,10.415,9.79,0.15,0.155,0.34,0.695,1.86,2.69,0.145,0.535,0.66,0.96,0.785,0.265,0.27,0.41,1.06,0.28,1.275,1.26
chr5,10665226,10671211,5986,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003916,16878,None,None,None,463,CATG00000079129.1,lv3_robust,nonCoding,lncRNA_intergenic,GWAS_DOID_8577_ulcerative_colitis[6.00E-12],NA,5,0,0,0.695,1.705,1.025,0.66,1.245,3.425,5.06,0,0.795,0,3.005,4.53,0,0,1.52,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,13944653,14011573,66921,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003919,-132237,None,NONHSAT100533.2,lnc-DNAH5-5,327,ENSG00000039139.9,lv4_stringent,coding,coding_mRNA,GWAS_DOID_10124_corneal_disease[1.00E-06],NA,2,3.925,4.38,4.335,5.085,4.985,4.705,3.8,3.635,3.955,2.33,3.86,3.76,3.295,2.9,0.46,0.57,3.06,1.09,0.79,1.37,0.99,10.18,10.835,11,2.255,2.855,1.455,0.74,1.77,1.99,2.36,2.81,3.33,4.595,1.465,1.695,2.955,3.16,1.68,2.375,3.5,3.37
chr5,14134952,14145463,10512,-,FALSE,FALSE,None,None,TRUE,ENSG00000038382,TRIO,FALSE,None,None,FALSE,None,None,Anti003920,1516,Convergent,None,None,782,CATG00000079201.1,lv3_robust,coding,coding_mRNA,__na,0.952380952,7,9.13,8.865,8.9,8.2,7.37,6.385,5.65,5.23,5.98,7.18,7.91,7.39,7.005,5.965,2.43,3.735,5.78,6.14,5.84,4.57,3.68,11.09,11.32,10.79,4.845,5.15,3.88,2.37,1.54,1.94,3.04,2.655,4.395,3.26,2.985,3.695,3.505,1.94,2.42,2.755,3.065,2.59
chr5,14182364,14186273,3910,-,FALSE,FALSE,None,None,TRUE,ENSG00000038382,TRIO,FALSE,None,None,FALSE,None,None,Anti003921,2365,Convergent,None,None,25785,CATG00000079203.1,lv2_permissive,nonCoding,NA,NA,0.928571429,7,5.315,5.03,4.815,3.93,3.575,2.13,1.745,2.065,1.225,4.745,4.895,3.295,2.33,0.955,4.12,1.505,0,0,0,0,0,8.82,7.56,9.86,0,3.06,1.625,0,0,0,0,0,0,0.985,0,0,0,0,0,0,0,0
chr5,14657099,14664606,7508,-,FALSE,TRUE,ENSG00000154124,FAM105B,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000261360,CTD-2165H16.4,Anti003922,-166,Divergent,NONHSAT100549.2,lnc-ANKH-1,106,ENSG00000261360.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.880952381,4,5.14,5.02,5.695,5.445,4.02,3.85,3.325,3.5,3.665,4.485,5.95,4.52,4.025,2.88,2.495,3.055,4.54,0,3.66,4.62,4.39,9.87,10.945,9.97,0.6,0.94,0.66,0.66,3.17,3.69,3.11,1.32,2.305,3.215,2.815,3.52,3.11,2.415,3.56,2.51,3.505,2.885
chr5,17087518,17089873,2356,-,FALSE,FALSE,None,None,TRUE,ENSG00000176788,BASP1,FALSE,None,None,FALSE,None,None,Anti003926,24165,Internal,NONHSAT203907.1,None,16159,CATG00000079243.1,lv2_permissive,nonCoding,NA,NA,-0.833333333,6,1.22,1.185,2.78,4.365,3.22,4.015,3.855,4.6,4.76,2.99,3.025,3.74,5.785,5.89,0,0,0,3.54,3.74,2.25,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,17273368,17275710,2343,-,FALSE,FALSE,None,None,TRUE,ENSG00000176788,BASP1,FALSE,None,None,FALSE,None,None,Anti003927,-30779,Internal,None,None,1030,CATG00000079246.1,lv3_robust,nonCoding,lncRNA_antisense,__na,0.952380952,7,6.82,6.53,6.51,6.11,5.2,5.24,3.87,2.65,3.04,7.555,7.95,7.765,6.295,3.755,9.14,8.92,0,0,0,0,0,8.04,8.21,8.97,9.685,9.575,8.375,5.47,10.87,11.19,6.375,6.785,6.85,5.935,7.39,7.805,6.62,7.24,9.255,7.87,7.8,7.67
chr5,21465844,21468027,2184,-,FALSE,FALSE,None,None,TRUE,ENSG00000183666,GUSBP1,FALSE,None,None,FALSE,None,None,Anti003928,8357,Convergent,None,None,64308,CATG00000079287.1,lv2_permissive,nonCoding,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,3.925,4.285,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,21484121,21488724,4604,-,FALSE,FALSE,None,None,TRUE,ENSG00000183666,GUSBP1,FALSE,None,None,FALSE,None,None,Anti003929,-4967,Divergent,None,None,85005,CATG00000079287.1,lv2_permissive,nonCoding,NA,NA,-0.191620202,9,0,0,1.19,0,0.805,2.37,1.95,4.885,6.215,0.91,0.925,1.55,3.67,4.805,2.37,3.9,0,2.69,0,0,0,7.56,4.435,7.28,0,2.63,2.745,0.89,0,1.66,0,0,0,0.9,0.78,0,0,0,0,0,0,0.87
chr5,21497738,21573155,75418,-,FALSE,FALSE,None,None,TRUE,ENSG00000183666,GUSBP1,FALSE,None,None,FALSE,None,None,Anti003930,3290,Convergent,None,None,169436,CATG00000079287.1,lv2_permissive,nonCoding,NA,NA,-0.047619048,5,0.09,0.34,0.165,0.085,0.25,1.22,1.93,3.705,4.97,0.535,0.625,0.665,3,4.475,3.17,1.835,0.53,2.06,0.72,0,0.15,0,5.43,5.31,1.35,1.415,2.395,3.07,0,1.04,0,0.09,0,0.1,0,0,0,0,0,0,0,0
chr5,33430627,33440732,10106,-,FALSE,TRUE,ENSG00000113407,TARS,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000249572,CTD-2203K17.1,Anti003934,-69,Divergent,NONHSAT100951.2,lnc-ADAMTS12-2,7,ENSG00000249572.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.547619048,4,5.67,5.87,5.475,4.93,4.28,3.825,3.73,4.365,5.005,5.375,5.6,5.375,5.205,4.57,2.865,3.795,6.35,3.61,4.99,5.74,4.85,10.18,11.295,10.94,3.44,2.875,1.375,0.845,5.42,5.56,7.08,7.005,6.06,4.865,6.475,6.395,5.165,4.64,6.485,6.76,5.97,5.075
chr5,36862320,36877661,15342,-,FALSE,TRUE,ENSG00000164190,NIPBL,TRUE,ENSG00000164190,NIPBL,FALSE,None,None,FALSE,None,None,Anti003944,768,Convergent,None,None,563,CATG00000079532.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_9970_obesity[7.00E-06],0.833333333,4,7.255,7.41,7.1,6.765,6.13,6.165,5.595,5.955,6.8,7.47,8.225,7.62,7.065,7.05,4.72,5.35,8.9,7.35,7.73,7.78,6.74,12.44,13.02,12.89,5.12,4.755,2.905,2.84,8.45,7.51,7.335,7.16,6.525,5.46,6.68,6.925,6.085,5.025,7.18,7.23,7.005,5.965
chr5,37839789,37840699,911,-,FALSE,TRUE,ENSG00000248587,GDNF-AS1,TRUE,ENSG00000248587,GDNF-AS1,TRUE,ENSG00000168621,GDNF,FALSE,None,None,Anti003949,158,Convergent,None,None,13,ENSG00000168621.10,lv4_stringent,nonCoding,coding_mRNA,__na,-0.380952381,2,8.165,8.275,8.23,8.815,8.705,8.57,7.455,7.585,7.075,5.48,7.01,8.655,7.33,3.29,1.815,1.735,8.43,8.37,8.06,7.2,6.02,0,0,0,4.015,4.81,5.8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr5,43043273,43067603,24331,-,FALSE,TRUE,ENSG00000172262,ZNF131,TRUE,ENSG00000172262,ZNF131,TRUE,ENSG00000177738,CTD-2201E18.3,FALSE,None,None,Anti003959,-79,Divergent,NONHSAT101280.2,lnc-C5orf39-1,48,ENSG00000177738.3,lv4_stringent,nonCoding,lncRNA_intergenic,GWAS_DOID_12365_malaria[4.50E-07],0.666666667,2,6.94,7.22,7.205,8.125,7.86,7.445,6.525,6.515,6.565,5.65,7.2,6.47,6.035,5.52,3.815,4.445,7.24,5,4.42,4.54,3.45,13.91,14.75,14.41,4.83,4.595,3.09,2.6,4.59,4.63,2.655,3.165,3.45,3.295,2.535,2.675,2.455,2.44,3.36,2.98,3.51,3.195
chr5,43588326,43603916,15591,-,FALSE,TRUE,ENSG00000112992,NNT,TRUE,ENSG00000112992,NNT,FALSE,None,None,TRUE,ENSG00000248092,NNT-AS1,Anti003965,614,Convergent,None,None,97,ENSG00000248092.3,lv4_stringent,coding,lncRNA_divergent,__na,0.928571429,8,5.07,5.04,5.045,4.73,3.655,3.165,2.645,2.115,2.25,4.89,5.655,4.29,2.7,2.72,3.925,2.94,6.6,4.7,4.98,6.53,5.51,8.4,8.75,7.86,2.97,1.745,1.22,1.22,5.21,4.98,3.815,4.06,3.665,3.17,4.335,3.6,3.71,3.14,4.73,3.775,3.765,3.195
chr5,50664857,50679102,14246,-,FALSE,TRUE,ENSG00000016082,ISL1,TRUE,ENSG00000016082,ISL1,FALSE,None,None,TRUE,ENSG00000259663,CTD-2314G24.2,Anti003966,180,Convergent,NONHSAT101390.2,lnc-EMB-4,1,ENSG00000259663.2,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.80952381,4,5.51,5.695,5.615,5.46,4.9,4.425,3.855,4.195,4.875,4.865,5.28,5.4,4.86,4.405,1.795,2.495,7.49,6.75,5.08,5.31,7.01,7.56,8.305,5.31,0,0,0,0,4.04,4.5,3.88,3.415,2.625,2.52,3.495,3.375,2.84,1.795,4.005,3.71,3.095,3.205
chr5,52076678,52096583,19906,-,FALSE,FALSE,None,None,TRUE,ENSG00000152684:ENSG00000213949,PELO:ITGA1,FALSE,None,None,TRUE,ENSG00000248898,CTD-2288O8.1,Anti003967,12795,Internal,None,None,63,CATG00000079732.1,lv4_stringent,coding,coding_mRNA,__na,NA,8,5.41,5.445,5.1,4.765,3.965,3.385,2.675,3.39,3.84,4.75,5.725,4.695,4.18,3.79,5.515,5.54,4.58,5.05,4.1,4.16,3.09,11.06,11.95,11.68,6.66,6.88,4.775,3.185,3.66,2.81,2.475,1.895,1.88,1.835,2.295,2.72,2.4,1.65,2.905,2.51,2.89,2.67
chr5,52641641,52786554,144914,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti003968,6507,Convergent,None,None,105,CATG00000079760.1,lv3_robust,nonCoding,lncRNA_antisense,GWAS_DOID_9352_type_2_diabetes_mellitus[5.40E-06],NA,5,1.675,1.815,1.785,2.005,2.06,2.535,3.015,4.54,6.105,1.765,2.395,2.805,3.955,5.545,5.16,5.03,2.9,3.41,1,0.38,0.49,0,2.79,0,6.83,6.59,5.25,3.225,0.19,0.43,0,0.05,0,0.055,0.045,0,0,0.055,0,0.27,0,0
chr5,52790785,52856943,66159,-,FALSE,TRUE,ENSG00000164258,NDUFS4,TRUE,ENSG00000164258,NDUFS4,FALSE,None,None,FALSE,None,None,Anti003969,437,Convergent,None,None,53,CATG00000079763.1,lv2_permissive,nonCoding,NA,NA,-0.857142857,5,0.655,0.505,0.185,0.435,0.74,1.405,2.13,3.125,4.555,0.33,0.51,0.965,2.365,3.88,2.36,2.555,1.67,0.65,1.86,1.71,0.46,11.62,12.445,11.9,0.365,0.19,0.325,0,0.81,0.38,0.26,0.2,0,0.33,0,0.275,0,0,0.295,0.1,0.1,0.11
chr5,54653352,54708674,55323,-,FALSE,FALSE,None,None,TRUE,ENSG00000039123,SKIV2L2,FALSE,None,None,FALSE,None,None,Anti003973,-3209,Divergent,None,None,194,CATG00000079832.1,lv2_permissive,nonCoding,NA,NA,-0.428571429,9,1.43,1.35,1.115,1.955,3.115,4.22,4.67,5.275,5.965,1.16,1.785,3.235,4.85,5.215,5.175,4.225,2.39,4.31,2.61,1.47,0.38,0,2.64,0,5.315,5.175,3.905,2.845,1.75,1.29,0.23,0.31,0,0.27,0.11,0.115,0.215,0.13,0.215,0.31,0.34,0.365
chr5,56377779,56470885,93107,-,FALSE,TRUE,ENSG00000062194,GPBP1,TRUE,ENSG00000062194,GPBP1,FALSE,None,None,FALSE,None,None,Anti003980,-389,Divergent,None,None,1360,CATG00000079883.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_8986_narcolepsy[6.04E-26],-0.595238095,5,1.005,0.98,0.985,0.805,1.23,2.725,3.02,4.345,5.285,2.88,2.55,3.215,3.705,4.54,1.255,2.755,2.85,2.85,2.08,2.72,1.52,10.4,10.05,10.44,0.25,0.075,0.44,0.495,1.06,1.32,0.315,0.565,0,0.31,0.135,0.435,0.195,0.3,0.44,0.605,0.215,0.23
